dataset,model,pred_len,seq_len,seed,training_time,mse,mae,swd,ept,crps,nll,experiment,eval_tag,sigma,fern_nll
lorenz_switch_ode0,fern,192,336,20,1190.1579825878143,6.717062473297119,1.0455646514892578,1.640036940574646,180.29953002929688,0.7909972667694092,1.89879310131073,lorenz_switch,crps,,
lorenz_ode0,fern,64,336,1955,359.60013461112976,0.9224840998649597,0.5874487161636353,0.5372266173362732,63.78514099121094,0.44956955313682556,2.0339155197143555,lorenz,fern_nll,0.0,1.000519871711731
lorenz_ode0,fern,64,336,7,271.62594199180603,1.7597514390945435,0.8320102095603943,0.8802627921104431,63.42136001586914,0.6611259579658508,3.260054588317871,lorenz,fern_nll,0.0,2.302079439163208
lorenz_ode0,fern,192,336,1955,496.06924390792847,10.489836692810059,1.6550723314285278,2.367172956466675,176.4016876220703,1.439302921295166,19.1099853515625,lorenz,fern_nll,0.0,16.75640869140625
lorenz_ode0,fern,192,336,7,665.7274971008301,12.724291801452637,1.7114580869674683,2.422368288040161,171.5699462890625,1.5029171705245972,23.227733612060547,lorenz,fern_nll,0.0,20.49528694152832
lorenz_param_shock_ode0,fern,64,336,1955,520.2178275585175,4.512823104858398,0.906320333480835,2.8542892932891846,62.98421859741211,0.7430381178855896,8.885590553283691,lorenz_param_shock,fern_nll,0.0,6.908431053161621
lorenz_param_shock_ode0,fern,64,336,7,518.9463739395142,4.447626113891602,0.8201156854629517,2.469569206237793,62.97998046875,0.6716824173927307,8.345138549804688,lorenz_param_shock,fern_nll,0.0,6.78037691116333
lorenz_param_shock_ode0,fern,192,336,1955,518.1812014579773,21.3286075592041,2.40873646736145,5.463658332824707,164.8176727294922,2.1767866611480713,38.59831619262695,lorenz_param_shock,fern_nll,0.0,34.68808364868164
lorenz_param_shock_ode0,fern,192,336,7,385.52168703079224,21.833078384399414,2.5118536949157715,5.683910846710205,164.02879333496094,2.2753303050994873,39.562049865722656,lorenz_param_shock,fern_nll,0.0,35.58578872680664
lorenz_state_shock_ode0,fern,64,336,1955,298.87756299972534,2.090618371963501,0.822418212890625,1.0078984498977661,63.26120376586914,0.6564033031463623,4.264744281768799,lorenz_state_shock,fern_nll,0.0,2.8864963054656982
