dataset,model,pred_len,seq_len,seed,training_time,mse,mae,swd,ept,crps,nll,experiment,eval_tag,sigma,fern_nll
lorenz_ode0,fern,64,336,20,559.2228362560272,0.6193175315856934,0.43338942527770996,0.35795319080352783,63.810943603515625,0.31219279766082764,0.70467209815979,lorenz,crps,,
lorenz_ode0,fern,192,336,1955,1265.7401371002197,6.353841781616211,1.0174232721328735,1.5999925136566162,180.79054260253906,0.7497587203979492,1.4626094102859497,lorenz,crps,,
lorenz_ode0,fern,192,336,7,750.1759262084961,5.486186504364014,1.1231766939163208,1.7208657264709473,179.16929626464844,0.8153752088546753,1.6121985912322998,lorenz,crps,,
lorenz_ode0,fern,192,336,20,745.4057803153992,7.389948844909668,1.1816363334655762,1.6126667261123657,178.08157348632812,0.877170741558075,1.666732907295227,lorenz,crps,,
lorenz_param_shock_ode0,fern,64,336,1955,423.5767183303833,4.633605003356934,0.8520329594612122,2.8863613605499268,62.872344970703125,0.6498196125030518,2.3095061779022217,lorenz_param_shock,crps,,
lorenz_param_shock_ode0,fern,64,336,7,393.6687207221985,3.9770522117614746,0.7409275770187378,2.4964444637298584,63.097835540771484,0.5768023133277893,2.9387600421905518,lorenz_param_shock,crps,,
lorenz_param_shock_ode0,fern,64,336,20,240.16941475868225,5.495943069458008,1.0423542261123657,3.2316949367523193,62.49422073364258,0.7964620590209961,2.3099472522735596,lorenz_param_shock,crps,,
lorenz_param_shock_ode0,fern,192,336,1955,1199.063486814499,18.155635833740234,1.841983675956726,3.540759801864624,170.0127716064453,1.4866664409637451,6.274872303009033,lorenz_param_shock,crps,,
lorenz_param_shock_ode0,fern,192,336,7,1023.8722124099731,18.115236282348633,1.822790503501892,3.457625389099121,170.75152587890625,1.4817484617233276,8.317601203918457,lorenz_param_shock,crps,,
lorenz_param_shock_ode0,fern,192,336,20,885.9303295612335,18.279666900634766,1.854888677597046,3.7097008228302,169.07997131347656,1.5052348375320435,6.391336917877197,lorenz_param_shock,crps,,
